ProdTaken,Age,CityTier,DurationOfPitch,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,MonthlyIncome
0,-1.1349705580613758,1,0.032786885245901634,3,0,3,2,0,2,0.16079362804316225
0,1.5607846179264337,3,0.2213114754098361,3,3,3,3,0,3,0.310274575646512
0,0.774522691596656,1,0.04098360655737705,3,2,4,1,0,2,0.20406846987039048
0,-0.011739234733121834,1,0.02459016393442623,1,0,5,1,0,2,0.17838203075411047
0,-0.011739234733121834,3,0.008196721311475405,1,2,5,2,0,4,0.21470546079977068
0,-0.23638549939877262,1,0.2295081967213115,4,0,5,2,0,4,0.16952640307950614
0,-0.12406236706594724,3,0.008196721311475405,3,2,3,2,1,3,0.20681217879153957
0,-0.011739234733121834,1,0.04918032786885246,4,0,3,1,0,5,0.21470546079977068
0,1.7854308825920846,3,0.06557377049180328,4,1,3,1,1,2,0.25526730686541493
0,0.8868458239294814,3,0.0819672131147541,3,1,5,5,1,2,0.25349618133049406
0,-0.5733548963972488,1,0.07377049180327869,1,2,3,6,0,3,0.1963082782202748
0,1.673107750259259,1,0.21311475409836067,4,3,3,4,0,5,0.28487479268617294
0,-0.011739234733121834,3,0.13934426229508196,4,2,3,5,0,5,0.20817379553225906
0,-1.0226474257285505,2,0.07377049180327869,4,0,3,2,0,2,0.1938614631749217
0,-1.6965862197255028,1,0.07377049180327869,4,2,3,7,0,2,0.19221319027826123
0,0.774522691596656,1,0.07377049180327869,1,0,3,3,1,3,0.17217797252195993
0,0.5498764269310051,1,0.02459016393442623,3,0,3,6,1,2,0.16907594340588464
0,-0.12406236706594724,2,0.07377049180327869,4,0,5,1,0,2,0.1673048178709638
0,-0.011739234733121834,3,0.032786885245901634,3,2,5,2,1,4,0.21470546079977068
0,-0.23638549939877262,1,0.0819672131147541,4,1,3,2,1,4,0.2527181146215115
1,-0.23638549939877262,1,0.21311475409836067,3,0,4,2,1,3,0.16402874751735294
0,-0.5733548963972488,1,0.008196721311475405,3,0,3,1,0,5,0.16701816171502284
0,-1.3596168227270267,3,0.07377049180327869,4,2,5,2,0,3,0.21470546079977068
0,-0.011739234733121834,1,0.008196721311475405,3,0,5,3,0,4,0.17997911505149575
0,-1.471939955059852,1,0.04098360655737705,4,0,3,1,0,3,0.17569974815209158
0,-0.5733548963972488,3,0.04918032786885246,3,2,4,2,0,3,0.2101189623047155
0,0.10058389759970357,3,0.0819672131147541,4,0,4,1,0,4,0.17300722783021766
0,0.5498764269310051,1,0.032786885245901634,1,2,3,3,1,5,0.19688159053215668
0,-0.6856780287300742,1,0.09836065573770493,3,0,3,4,1,3,0.16744814594893426
1,-0.9103242933957251,3,0.008196721311475405,4,0,3,7,1,2,0.1719936935645693
0,1.7854308825920846,3,0.07377049180327869,3,3,3,6,0,3,0.2645017301746555
0,-0.23638549939877262,1,0.21311475409836067,4,1,4,4,0,3,0.25494993754990886
0,-0.011739234733121834,3,0.18032786885245905,3,0,3,6,0,2,0.17376481909949018
0,1.7854308825920846,1,0.19672131147540983,3,3,3,7,0,5,0.28947152890108313
0,0.6621995592638306,1,0.008196721311475405,3,2,3,5,0,2,0.2002702758041729
0,1.1114920885951323,3,0.07377049180327869,3,2,3,1,1,2,0.18977661295276316
0,-0.011739234733121834,3,0.1639344262295082,3,1,4,2,1,5,0.22156473310264338
0,1.4484614855936084,1,0.02459016393442623,3,3,5,2,0,5,0.3268289686521018
0,0.21290702993252897,2,0.02459016393442623,4,2,3,1,0,3,0.19660517209607078
0,-0.4610317640644234,2,0.032786885245901634,3,0,4,4,1,5,0.1666393660803866
1,-0.5733548963972488,1,0.21311475409836067,3,0,3,2,1,5,0.17194250496529415
0,-0.9103242933957251,1,0.06557377049180328,4,0,3,7,0,5,0.16924998464342023
0,0.774522691596656,1,0.0819672131147541,3,0,5,2,1,3,0.16952640307950614
0,-1.0226474257285505,3,0.04918032786885246,3,2,3,2,0,3,0.19357480701898075
1,2.3470465442562114,1,0.02459016393442623,4,0,3,1,1,2,0.16769385122545508
0,0.6621995592638306,1,0.07377049180327869,3,2,4,5,0,3,0.1921108130797109
1,-1.9212324843911537,3,0.02459016393442623,4,0,3,2,0,4,0.1642539773541637
1,-1.8089093520583281,1,0.1557377049180328,3,0,3,2,0,3,0.17089825754008067
0,-0.12406236706594724,1,0.12295081967213116,3,2,3,1,1,5,0.2107537009357276
0,1.1114920885951323,3,0.02459016393442623,4,0,3,2,1,2,0.17705112717295604
1,-0.011739234733121834,1,0.032786885245901634,3,2,3,1,1,5,0.21470546079977068
1,0.43755329459817977,1,0.02459016393442623,5,0,3,5,1,3,0.17176846372775856
0,-1.0226474257285505,1,0.0819672131147541,3,0,3,6,0,3,0.16766313806588998
1,0.21290702993252897,1,0.05737704918032786,3,0,5,1,1,2,0.1679395565019759
0,-1.1349705580613758,1,0.04098360655737705,3,0,3,2,0,2,0.16705911259444298
0,-0.34870863173159805,1,0.09016393442622951,3,0,4,2,0,2,0.16388541943938248
0,0.5498764269310051,3,0.12295081967213116,4,2,3,1,0,3,0.20725240074530601
0,-0.4610317640644234,1,0.008196721311475405,4,0,5,4,1,4,0.17198345584471428
0,2.3470465442562114,1,0.04918032786885246,4,1,4,3,1,5,0.25135649788079195
0,-0.6856780287300742,3,0.06557377049180328,4,0,3,4,0,4,0.16717172751284834
0,-0.011739234733121834,1,0.18032786885245905,3,2,3,2,1,3,0.21470546079977068
0,1.336138353260783,1,0.07377049180327869,3,1,4,5,0,4,0.21911791805729028
0,1.2238152209279576,1,0.17213114754098363,3,0,3,5,0,2,0.16645508712299598
0,-0.6856780287300742,3,0.17213114754098363,3,2,3,2,0,2,0.21429595200556933
0,-0.12406236706594724,1,0.07377049180327869,3,0,3,3,0,3,0.19122013145232294
0,0.10058389759970357,1,0.008196721311475405,3,1,5,2,0,4,0.2823767890415447
0,-0.5733548963972488,1,0.008196721311475405,4,0,4,7,0,3,0.16720244067241344
1,-1.3596168227270267,3,0.1639344262295082,4,0,4,2,1,2,0.1680316959806712
0,0.3252301622653544,3,0.09016393442622951,4,1,4,3,0,4,0.24268514916357828
0,-1.2472936903942013,3,0.07377049180327869,4,2,5,2,0,3,0.21470546079977068
0,0.43755329459817977,1,0.07377049180327869,3,0,5,3,1,4,0.19166035340608942
0,-0.12406236706594724,1,0.02459016393442623,3,0,3,5,0,5,0.1691168942853048
1,-2.033555616723979,3,0.18032786885245905,4,0,4,2,1,2,0.1650422817830013
1,-1.9212324843911537,1,0.04098360655737705,3,0,5,2,0,3,0.17376481909949018
0,-0.6856780287300742,1,0.10655737704918032,3,2,3,1,1,4,0.20326992772169783
0,-0.011739234733121834,1,0.0819672131147541,3,0,4,1,1,4,0.180357910686132
0,-0.5733548963972488,1,0.032786885245901634,3,2,5,2,0,2,0.21217674399557732
1,-0.12406236706594724,3,0.032786885245901634,4,1,3,2,1,2,0.24903253547369933
0,-0.4610317640644234,1,0.008196721311475405,4,2,3,1,0,4,0.2144699932431049
1,-0.011739234733121834,3,0.008196721311475405,4,1,3,6,0,2,0.2519400479125289
0,0.8868458239294814,1,0.07377049180327869,3,2,4,2,0,4,0.21470546079977068
0,-0.9103242933957251,3,0.17213114754098363,3,0,3,2,0,3,0.16541083969778253
0,-0.23638549939877262,3,0.07377049180327869,3,2,3,2,0,4,0.19043182702348535
0,1.673107750259259,1,0.008196721311475405,3,3,3,3,0,2,0.31838284977169884
1,2.3470465442562114,1,0.02459016393442623,3,0,3,5,0,2,0.16870738549110342
0,1.7854308825920846,3,0.02459016393442623,3,3,3,7,0,3,0.2953786932574377
0,-0.7980011610628996,3,0.07377049180327869,3,1,3,6,0,3,0.21769487499744059
0,0.10058389759970357,3,0.09016393442622951,3,2,3,2,1,3,0.20133499866909643
0,-0.23638549939877262,3,0.032786885245901634,3,1,3,7,0,5,0.2234177603964045
0,0.21290702993252897,3,0.02459016393442623,1,1,3,1,0,2,0.22400131042814145
1,0.3252301622653544,3,0.20491803278688525,1,3,4,5,1,3,0.2784045537377915
0,1.1114920885951323,1,0.13934426229508196,1,2,3,2,1,2,0.19520260447593113
0,-0.12406236706594724,3,0.07377049180327869,3,2,3,5,0,3,0.19532545711419153
1,-0.6856780287300742,1,0.0819672131147541,4,0,5,1,1,3,0.16708982575400808
0,-0.4610317640644234,3,0.14754098360655737,3,3,3,2,0,3,0.32191486312168555
1,-0.9103242933957251,1,0.09016393442622951,4,0,5,7,1,5,0.1679395565019759
0,-0.011739234733121834,1,0.11475409836065574,3,0,3,4,0,3,0.17866868691005142
0,0.8868458239294814,1,0.008196721311475405,3,0,3,4,0,5,0.16656770204140134
0,1.4484614855936084,1,0.008196721311475405,3,3,3,1,0,5,0.321454165728209
0,-0.4610317640644234,1,0.008196721311475405,1,2,4,2,1,3,0.1995126845349004
0,0.43755329459817977,1,0.0819672131147541,3,4,3,3,0,4,0.34213435983537743
0,-1.1349705580613758,1,0.13934426229508196,3,0,4,1,0,2,0.17210630848297467
0,-0.011739234733121834,1,0.19672131147540983,3,2,5,2,1,2,0.18052171420381255
0,-0.011739234733121834,3,0.04098360655737705,3,2,3,2,1,3,0.21470546079977068
1,-0.7980011610628996,1,0.1885245901639344,3,0,3,5,1,2,0.16515489670140668
0,1.4484614855936084,1,0.20491803278688525,3,3,3,4,1,4,0.2863797375048629
0,0.10058389759970357,1,0.09016393442622951,3,0,3,1,0,5,0.17080611806138538
0,0.9991689562623067,1,0.06557377049180328,3,1,3,7,0,2,0.2543561497983169
1,-0.011739234733121834,1,0.12295081967213116,4,0,4,2,1,5,0.21470546079977068
0,-0.011739234733121834,1,0.008196721311475405,3,2,5,2,0,5,0.21470546079977068
0,-2.1458787490568043,1,0.04918032786885246,3,0,3,2,0,2,0.15408792153811504
0,1.89775401492491,1,0.14754098360655737,3,1,3,1,0,5,0.25327095149368334
0,-0.23638549939877262,1,0.21311475409836067,3,1,3,2,1,3,0.24967751182456646
0,-0.7980011610628996,1,0.07377049180327869,1,1,5,1,1,2,0.26020188783554127
1,-1.9212324843911537,1,0.09836065573770493,4,0,5,2,1,3,0.16994614959356252
1,-0.7980011610628996,1,0.04918032786885246,3,0,4,1,0,3,0.1681238354593665
0,-1.2472936903942013,1,0.02459016393442623,1,2,3,2,0,3,0.19934888101721984
0,-1.6965862197255028,1,0.07377049180327869,5,0,5,2,0,2,0.16842072933516247
0,1.2238152209279576,1,0.07377049180327869,4,2,3,3,0,2,0.21470546079977068
0,1.2238152209279576,1,0.04098360655737705,4,1,3,1,0,5,0.25593275865599213
0,0.43755329459817977,1,0.06557377049180328,4,2,3,7,0,3,0.19454739040520896
0,0.21290702993252897,1,0.008196721311475405,4,3,3,2,0,3,0.2737771043633162
0,-1.1349705580613758,1,0.02459016393442623,3,2,3,1,0,5,0.21470546079977068
0,-0.011739234733121834,1,0.09016393442622951,3,0,3,2,0,5,0.21470546079977068
0,0.5498764269310051,3,0.04918032786885246,3,4,3,7,0,4,0.33070906447715964
0,1.4484614855936084,1,0.0819672131147541,3,0,3,5,0,5,0.16769385122545508
0,2.459369676589037,1,0.02459016393442623,4,3,3,4,1,5,0.28385102070066953
1,-0.011739234733121834,1,0.07377049180327869,5,2,4,6,0,4,0.1922336657179713
0,2.0100771472577352,1,0.1557377049180328,3,2,4,4,1,5,0.2086959192448658
0,0.10058389759970357,3,0.032786885245901634,3,2,3,1,1,3,0.21356907389586194
1,-1.2472936903942013,3,0.24590163934426235,4,2,5,1,0,3,0.19419930793013782
0,0.774522691596656,3,0.23770491803278693,1,3,3,4,1,2,0.27969450643952576
0,1.4484614855936084,3,0.008196721311475405,3,2,3,1,0,2,0.2083068858903745
1,-0.12406236706594724,1,0.13934426229508196,1,0,5,2,0,2,0.17141014353283238
0,0.21290702993252897,1,0.1885245901639344,3,1,5,2,1,5,0.2547144699932431
0,-0.4610317640644234,3,0.07377049180327869,4,0,3,1,0,2,0.1673048178709638
0,0.8868458239294814,3,0.09836065573770493,3,3,3,4,0,4,0.3240238334118225
0,-0.011739234733121834,1,0.24590163934426235,3,0,3,1,0,3,0.21470546079977068
0,-0.34870863173159805,3,0.008196721311475405,1,2,3,1,0,5,0.242889903560679
0,2.459369676589037,3,0.008196721311475405,3,1,3,4,1,2,0.2651978951247978
0,0.8868458239294814,2,0.20491803278688525,3,0,4,2,0,4,0.1656155940948832
0,1.7854308825920846,3,0.02459016393442623,4,1,4,3,0,2,0.22036691987960444
1,-0.12406236706594724,1,0.07377049180327869,3,2,3,1,0,4,0.19281721574970823
1,-1.2472936903942013,1,0.02459016393442623,3,0,5,7,1,5,0.16423350191445363
0,-0.34870863173159805,3,0.09016393442622951,3,0,3,2,1,2,0.16605581604864966
0,-1.0226474257285505,3,0.09016393442622951,3,0,4,2,0,5,0.15409815925797007
0,0.10058389759970357,1,0.032786885245901634,3,0,3,4,0,3,0.17220868568152503
0,1.4484614855936084,1,0.02459016393442623,3,4,3,3,1,2,0.34027109482176127
0,-0.011739234733121834,1,0.032786885245901634,3,2,4,4,0,4,0.21470546079977068
0,0.3252301622653544,3,0.2213114754098361,3,2,5,2,0,2,0.22928397387333893
0,-1.2472936903942013,1,0.008196721311475405,4,0,3,2,0,2,0.16387518171952745
0,0.9991689562623067,1,0.008196721311475405,3,4,3,1,0,5,0.3442638055652245
0,1.89775401492491,3,0.02459016393442623,4,1,3,7,0,5,0.25272835234136654
0,2.1224002795905608,1,0.0819672131147541,3,0,3,3,0,2,0.17344744978398413
0,-0.12406236706594724,1,0.10655737704918032,4,1,3,1,0,2,0.2340138004463646
0,2.0100771472577352,1,0.02459016393442623,4,3,5,1,0,3,0.3148713118614222
0,0.6621995592638306,3,0.21311475409836067,4,1,3,6,0,4,0.2538749769651303
1,-1.9212324843911537,3,0.0819672131147541,3,0,3,2,1,4,0.16711030119371814
1,-1.8089093520583281,1,0.09016393442622951,4,0,5,2,0,3,0.1578246892852024
0,0.9991689562623067,1,0.07377049180327869,4,2,5,1,1,2,0.1905751551014558
1,1.5607846179264337,1,0.04098360655737705,3,0,3,1,1,2,0.16852310653371283
1,-1.0226474257285505,1,0.20491803278688525,4,1,5,2,0,2,0.23262147054607998
0,-0.011739234733121834,1,0.008196721311475405,4,0,5,2,0,3,0.21470546079977068
0,-0.7980011610628996,1,0.17213114754098363,3,2,5,1,0,4,0.24526505456704686
0,-0.011739234733121834,1,0.06557377049180328,1,0,3,2,0,3,0.17789062020106883
0,0.10058389759970357,1,0.14754098360655737,4,1,3,1,0,2,0.23365548025143842
0,0.3252301622653544,1,0.17213114754098363,3,1,3,5,0,3,0.24900182231413423
0,-1.1349705580613758,1,0.07377049180327869,5,0,3,2,0,2,0.190636581420586
0,2.0100771472577352,1,0.02459016393442623,3,1,4,4,0,2,0.2556972910993263
0,-0.011739234733121834,1,0.09016393442622951,3,2,3,4,0,4,0.18079813263989844
1,0.774522691596656,2,0.008196721311475405,4,1,5,1,0,4,0.2506398574909396
0,-0.4610317640644234,1,0.04918032786885246,4,1,3,5,0,3,0.21621040561846067
1,-0.23638549939877262,3,0.04098360655737705,3,1,5,1,1,4,0.2414259096214091
1,-0.4610317640644234,1,0.07377049180327869,4,2,3,2,0,5,0.1894797190769672
0,-1.0226474257285505,1,0.13114754098360654,3,0,3,2,0,4,0.1659227256905342
0,-0.34870863173159805,1,0.032786885245901634,3,2,3,1,0,2,0.22273183316611725
0,-0.011739234733121834,3,0.09016393442622951,4,2,3,3,1,4,0.21185937468007127
1,-0.011739234733121834,1,0.04098360655737705,3,0,3,2,1,3,0.1811155019554045
1,-1.2472936903942013,1,0.18032786885245905,3,0,3,2,0,5,0.16766313806588998
1,-0.4610317640644234,1,0.21311475409836067,4,0,4,5,1,4,0.1670079239951678
0,0.5498764269310051,1,0.02459016393442623,3,3,5,1,0,3,0.324177399209648
1,-1.0226474257285505,1,0.008196721311475405,4,0,4,2,0,4,0.1699051987141424
1,1.4484614855936084,3,0.07377049180327869,3,2,3,4,1,2,0.19173201744507465
0,-0.4610317640644234,3,0.07377049180327869,3,2,4,1,0,4,0.21470546079977068
0,-0.34870863173159805,1,0.032786885245901634,4,0,3,4,0,2,0.17382624541862038
0,1.2238152209279576,1,0.008196721311475405,1,3,3,3,0,2,0.31619197772272156
0,0.8868458239294814,3,0.0819672131147541,4,2,3,2,0,3,0.20058764511967894
0,1.673107750259259,1,0.06557377049180328,3,1,4,1,0,3,0.25026106185630337
0,0.10058389759970357,3,0.09016393442622951,4,1,3,1,1,3,0.2328057495034706
0,-0.9103242933957251,1,0.23770491803278693,3,0,3,5,0,5,0.1690657056860296
0,-1.0226474257285505,1,0.032786885245901634,3,1,4,1,0,4,0.22169782346075884
0,0.9991689562623067,3,0.032786885245901634,3,3,3,4,0,2,0.32212985523864124
0,0.10058389759970357,3,0.02459016393442623,3,1,4,1,0,4,0.21858555662482854
0,0.6621995592638306,1,0.2295081967213115,3,1,5,1,0,4,0.25410020680194106
1,0.21290702993252897,1,0.02459016393442623,3,3,3,1,0,3,0.26791089088638176
0,0.3252301622653544,1,0.12295081967213116,4,4,3,2,0,3,0.3442535678453695
0,-1.8089093520583281,1,0.008196721311475405,4,0,4,2,1,5,0.16452015807039458
0,0.21290702993252897,1,0.0819672131147541,3,2,4,21,0,2,0.21276029402731425
0,-0.12406236706594724,1,0.1557377049180328,3,2,3,3,0,3,0.22296730072278304
0,-0.6856780287300742,3,0.17213114754098363,1,0,3,1,0,5,0.17190155408587401
0,-1.0226474257285505,1,0.02459016393442623,4,0,4,1,0,2,0.1760990192264379
0,-0.23638549939877262,3,0.09836065573770493,4,2,3,2,0,5,0.19418907021028278
0,1.336138353260783,3,0.07377049180327869,4,3,4,7,0,4,0.277646962468519
0,-0.011739234733121834,1,0.02459016393442623,3,2,3,3,0,4,0.21470546079977068
0,-0.9103242933957251,1,0.09016393442622951,3,0,4,1,0,5,0.17702041401339094
0,0.5498764269310051,1,0.07377049180327869,5,2,3,5,0,3,0.21470546079977068
0,-0.9103242933957251,1,0.07377049180327869,4,2,3,2,1,3,0.19508998955752577
0,0.10058389759970357,2,0.008196721311475405,1,0,3,2,0,4,0.1724441532381908
0,-1.0226474257285505,1,0.05737704918032786,4,0,3,2,1,4,0.17100063473863103
1,-2.1458787490568043,1,0.07377049180327869,3,0,3,2,0,5,0.16282069657445894
1,-0.4610317640644234,3,0.0819672131147541,3,2,5,1,1,3,0.22752308605827312
0,0.43755329459817977,1,0.07377049180327869,3,0,3,4,1,3,0.19212105079956593
1,-0.6856780287300742,1,0.13114754098360654,3,0,3,2,0,4,0.17004852679211288
0,-0.011739234733121834,1,0.21311475409836067,4,2,3,1,0,3,0.20200045045967363
0,-1.1349705580613758,1,0.05737704918032786,4,0,3,2,0,2,0.16932164868240546
0,-0.34870863173159805,3,0.0819672131147541,3,2,3,2,0,2,0.20182640922213807
0,-0.23638549939877262,2,0.07377049180327869,3,0,3,2,0,5,0.21470546079977068
1,-0.9103242933957251,3,0.19672131147540983,4,1,5,2,0,3,0.21843199082700301
0,0.3252301622653544,1,0.0819672131147541,3,1,3,1,0,4,0.2815270582935768
1,0.5498764269310051,3,0.10655737704918032,3,3,5,1,1,5,0.28417862773603064
0,0.5498764269310051,3,0.04098360655737705,3,2,5,1,0,5,0.19610352382317411
0,-0.23638549939877262,1,0.008196721311475405,4,0,3,7,0,2,0.16644484940314094
0,-0.011739234733121834,1,0.20491803278688525,3,0,4,1,0,5,0.1801531562890313
1,-1.0226474257285505,1,0.10655737704918032,3,0,3,2,1,4,0.16907594340588464
0,-0.7980011610628996,3,0.09016393442622951,4,2,3,2,0,2,0.21067179917688733
0,0.3252301622653544,1,0.07377049180327869,4,2,3,4,1,2,0.21470546079977068
0,-0.23638549939877262,1,0.02459016393442623,4,1,4,3,0,4,0.2485104117610926
0,-0.34870863173159805,1,0.008196721311475405,4,2,5,1,0,2,0.19802821515592048
0,-0.23638549939877262,1,0.04098360655737705,4,0,3,2,0,2,0.16765290034603494
1,0.6621995592638306,3,0.0819672131147541,5,2,3,1,0,2,0.19805892831548558
0,-0.5733548963972488,3,0.02459016393442623,3,0,5,2,0,3,0.17227011200065523
0,-0.9103242933957251,1,0.05737704918032786,3,0,3,2,0,3,0.17538237883658553
0,-2.033555616723979,1,0.0819672131147541,3,0,5,2,0,3,0.1694547390405209
0,0.8868458239294814,1,0.07377049180327869,3,0,3,5,1,3,0.21470546079977068
0,-0.011739234733121834,1,0.008196721311475405,4,2,3,2,0,2,0.20960707631196382
0,-1.9212324843911537,1,0.032786885245901634,4,0,3,2,0,3,0.17437908229079221
1,0.774522691596656,1,0.09016393442622951,3,0,3,2,1,3,0.1733860234648539
0,1.7854308825920846,1,0.06557377049180328,3,4,3,4,0,2,0.3338110935932349
0,-0.9103242933957251,1,0.13114754098360654,5,0,3,1,1,5,0.1655234546161879
1,-1.6965862197255028,1,0.032786885245901634,4,0,3,1,1,3,0.1725362927168861
0,0.9991689562623067,3,0.02459016393442623,3,3,5,1,0,2,0.3178607260590921
0,0.774522691596656,1,0.14754098360655737,5,0,3,3,0,4,0.16677245643850203
0,-0.011739234733121834,2,0.02459016393442623,3,0,3,2,0,2,0.1801838694485964
1,0.43755329459817977,1,0.04918032786885246,4,0,5,7,0,3,0.16489895370503083
0,-0.011739234733121834,3,0.24590163934426235,3,2,5,1,0,2,0.21470546079977068
0,0.3252301622653544,3,0.07377049180327869,3,2,4,6,0,4,0.21470546079977068
0,1.4484614855936084,1,0.02459016393442623,3,3,5,3,0,3,0.32613280370195946
0,-1.0226474257285505,1,0.1639344262295082,4,0,5,2,0,3,0.17604783062716273
0,0.9991689562623067,1,0.13114754098360654,3,4,4,6,0,3,0.338674010524376
0,-0.23638549939877262,3,0.14754098360655737,3,2,5,4,1,3,0.23511947419070825
1,-1.471939955059852,1,0.14754098360655737,3,0,4,2,0,2,0.1659534388500993
0,-0.4610317640644234,3,0.07377049180327869,3,2,3,2,0,3,0.18979708839247325
0,-0.12406236706594724,1,0.05737704918032786,5,0,3,2,0,2,0.1713896680931223
0,-0.011739234733121834,1,0.06557377049180328,3,2,3,2,0,5,0.17906795798439773
0,0.774522691596656,1,0.07377049180327869,3,2,3,2,0,5,0.18981756383218332
0,-1.9212324843911537,3,0.18032786885245905,1,0,3,2,0,3,0.17074469174225518
0,0.9991689562623067,1,0.02459016393442623,3,2,3,3,0,2,0.2188722127807695
0,0.5498764269310051,2,0.02459016393442623,1,2,5,1,0,2,0.20753905690124697
0,2.5716928089218625,3,0.06557377049180328,1,2,3,1,1,5,0.1967689756137513
0,-0.5733548963972488,1,0.11475409836065574,4,0,4,2,0,5,0.17141014353283238
0,-0.5733548963972488,1,0.02459016393442623,4,2,3,5,1,5,0.1944962018059338
0,-0.12406236706594724,1,0.008196721311475405,5,1,5,3,1,2,0.2482851819242818
0,-0.4610317640644234,1,0.0819672131147541,3,0,3,1,0,2,0.17179917688732366
0,0.3252301622653544,3,0.09016393442622951,4,2,4,1,0,5,0.21347693441716661
0,-1.3596168227270267,3,0.09016393442622951,4,2,3,1,0,2,0.19400479125289216
0,-0.011739234733121834,1,0.008196721311475405,3,0,4,1,1,4,0.17996887733164071
0,0.5498764269310051,1,0.2213114754098361,3,1,5,4,1,3,0.2783738405782264
0,-0.23638549939877262,3,0.07377049180327869,4,1,3,5,1,5,0.2495648969061611
0,-1.1349705580613758,1,0.12295081967213116,3,0,5,2,1,4,0.16620938184647516
0,1.89775401492491,1,0.008196721311475405,3,1,3,1,0,5,0.2508446118880403
0,0.774522691596656,1,0.02459016393442623,1,0,3,2,0,4,0.16391613259894758
1,-2.033555616723979,1,0.09016393442622951,4,0,4,2,1,5,0.16235999918098243
0,-0.011739234733121834,1,0.008196721311475405,3,0,3,2,0,2,0.21470546079977068
0,1.89775401492491,1,0.032786885245901634,3,3,3,4,0,5,0.32534449927312187
0,-0.6856780287300742,1,0.09836065573770493,3,2,5,2,1,2,0.213282417739921
0,-0.6856780287300742,1,0.20491803278688525,4,2,5,2,0,5,0.21306742562296527
0,2.459369676589037,3,0.032786885245901634,4,2,3,6,0,3,0.19626732734085467
0,1.336138353260783,1,0.04098360655737705,4,4,3,3,0,3,0.3348860541780135
0,-0.011739234733121834,1,0.032786885245901634,3,0,4,2,0,3,0.18112573967525952
0,1.2238152209279576,1,0.02459016393442623,1,0,4,6,0,2,0.16952640307950614
0,-1.1349705580613758,1,0.04098360655737705,3,0,3,2,0,4,0.16909641884559473
0,-0.9103242933957251,1,0.06557377049180328,3,2,3,2,1,3,0.21113249657036387
0,1.2238152209279576,1,0.008196721311475405,4,4,3,7,0,3,0.33032003112266833
0,-0.9103242933957251,1,0.008196721311475405,4,3,3,4,0,2,0.3084010729130408
0,-0.34870863173159805,1,0.17213114754098363,1,0,3,1,0,1,0.16979258379573703
0,0.774522691596656,3,0.04918032786885246,3,4,4,1,0,5,0.32978766969020656
0,-0.4610317640644234,3,0.09016393442622951,1,1,3,1,1,4,0.2291201703556584
0,-2.033555616723979,1,0.21311475409836067,1,0,3,2,1,5,0.17397981121644587
0,-1.5842630873926775,1,0.008196721311475405,3,0,3,2,0,4,0.15584880935318088
1,-1.3596168227270267,3,0.20491803278688525,5,0,3,2,1,1,0.1547738487684023
0,-1.2472936903942013,1,0.04098360655737705,3,0,3,2,1,1,0.17276152255369684
1,0.8868458239294814,3,0.02459016393442623,5,4,4,3,1,5,0.33604291652163226
0,2.0100771472577352,1,0.07377049180327869,4,3,4,2,1,3,0.2823256004422695
1,-1.8089093520583281,1,0.09016393442622951,4,0,3,2,0,4,0.17020209258993838
0,0.9991689562623067,3,0.04098360655737705,4,4,4,3,0,5,0.3356845963267061
0,-0.34870863173159805,3,0.07377049180327869,3,2,5,1,1,3,0.18978685067261822
0,2.459369676589037,1,0.1557377049180328,3,1,3,7,0,3,0.25094698908659063
0,-0.34870863173159805,1,0.07377049180327869,3,2,4,5,0,3,0.21470546079977068
0,-1.0226474257285505,1,0.008196721311475405,3,0,3,1,1,4,0.16538012653821743
0,0.774522691596656,1,0.04098360655737705,1,4,5,2,0,5,0.3397899219885747
0,-0.34870863173159805,2,0.07377049180327869,4,2,4,5,0,5,0.18929544011957658
0,-0.011739234733121834,1,0.05737704918032786,3,0,3,1,1,3,0.17922152378222322
0,0.5498764269310051,1,0.06557377049180328,1,2,4,7,1,1,0.1676119494666148
0,0.6621995592638306,3,0.04098360655737705,4,1,3,4,0,3,0.24807018980732612
0,-0.12406236706594724,1,0.02459016393442623,3,2,4,1,1,3,0.19871414238620774
1,0.774522691596656,1,0.13114754098360654,3,1,3,2,0,3,0.2250046069739348
0,-0.011739234733121834,1,0.02459016393442623,4,0,3,2,1,4,0.21470546079977068
0,1.5607846179264337,1,0.05737704918032786,4,0,3,1,0,5,0.1723827269190606
0,-0.7980011610628996,1,0.07377049180327869,3,2,3,1,1,3,0.19139417268985853
1,-0.9103242933957251,1,0.06557377049180328,3,0,3,4,1,4,0.17751182456643258
0,-1.0226474257285505,1,0.008196721311475405,3,0,5,3,0,4,0.1646225352689449
0,-1.3596168227270267,1,0.008196721311475405,3,0,4,2,0,3,0.16478633878662546
0,-0.5733548963972488,3,0.07377049180327869,1,2,3,2,0,5,0.20689408055037983
0,0.8868458239294814,1,0.21311475409836067,3,4,4,4,0,4,0.32823153627224144
0,0.21290702993252897,1,0.11475409836065574,4,3,4,7,1,3,0.31862855504821963
0,2.3470465442562114,1,0.19672131147540983,3,0,3,2,0,3,0.1676119494666148
1,-0.5733548963972488,1,0.07377049180327869,3,2,3,2,0,3,0.1933188640226049
1,-0.011739234733121834,1,0.19672131147540983,3,0,5,1,0,3,0.21470546079977068
0,-0.7980011610628996,1,0.07377049180327869,4,2,3,1,0,4,0.1906980077397162
0,-0.12406236706594724,1,0.09016393442622951,3,1,3,4,0,3,0.21595446262208481
